13,2013,385824.52999999997,119681.79000000004,12277.22,177640.05,137547.96
14,2010,,,,,
14,2011,55863.89,94017.83,98078.46,14743.28,71866.5
14,2012,654887.5199999999,217301.08,121260.26999999999,217846.96000000008,273278.42
14,2013,359160.67999999993,117179.45999999999,8990.17,140424.99999999997,109091.31
15,2010,,,,,
15,2011,26714.32,36472.16,75692.44,7345.14,33368.18
15,2012,285620.0400000001,93876.62999999998,82591.75,104789.61999999997,118722.53
15,2013,211563.70999999993,66038.43999999999,5575.21,73492.50000000001,55807.490000000005
16,2010,,,,,
16,2011,14176.3,14341.58,36653.61,6582.260000000001,27637.299999999996
16,2012,205951.22,35164.62,46385.03,59166.23999999998,144925.42
16,2013,114366.96000000004,18523.070000000003,2307.9299999999994,36883.399999999994,53449.450000000004
17,2010,,,,,
17,2011,33084.12,47251.899999999994,80001.07,9129.45,40508.509999999995
17,2012,333214.77999999997,115339.98999999999,100288.95000000001,127293.6,143237.28000000003
17,2013,233866.46999999997,44072.04,6385.360000000001,83685.97000000002,64109.89
18,2010,,,,,
18,2011,38414.31,69950.55,77077.89,11347.460000000003,44106.14
18,2012,452756.9699999999,183421.63999999998,87080.66999999997,201636.86000000002,174307.43999999997
18,2013,285903.58,111649.69,5974.16,147676.23,66746.56
19,2010,,,,,
19,2011,67567.95,71268.25,102012.37000000001,21032.350000000002,66653.15
19,2012,555628.1799999997,186365.86000000002,130400.19,237854.08,248981.5899999999
19,2013,385522.58999999997,107848.39000000001,10378.67,197590.11,104422.62000000002
20,2010,,,,,
20,2011,72857.67,111586.47,133530.15999999997,24262.009999999995,72960.02
20,2012,584884.85,211347.68000000008,157212.26000000004,266069.51,293611.25999999995
20,2013,368964.8499999999,115237.9,8698.6,197752.41000000006,120223.80999999998
21,2010,,,,,
21,2011,30359.14,41426.8,43085.79,9471.539999999999,47713.79999999999
21,2012,449474.84000000014,103234.25000000001,55489.27,186287.36000000007,232375.55000000013
21,2013,298034.69000000006,85145.47000000007,4379.659999999999,141433.86000000004,116144.74
22,2010,,,,,
22,2011,57823.69000000001,72494.62,73101.59999999998,10628.88,79838.03
22,2012,562617.3500000001,171578.77999999997,89924.29,232165.33000000002,198874.90999999997
22,2013,270107.3400000001,89153.50000000001,4581.3,146509.01,63687.85
23,2010,,,,,
23,2011,35627.270000000004,60323.71,116425.14,15462.560000000001,50541.619999999995
23,2012,390283.77999999997,173682.61000000002,140030.65,190619.49,183911.38999999998
23,2013,287764.00000000006,121608.04000000001,6629.98,181114.13,78847.82000000002
24,2010,,,,,
24,2011,48530.48000000001,66724.43000000001,69005.86,20264.440000000002,69532.6
24,2012,568775.0099999999,141786.36,89882.16,244748.59000000005,238980.73000000004
24,2013,335658.14,107475.15999999997,6356.860000000001,216640.92000000004,95212.43
25,2010,,,,,
25,2011,34895.21,59238.119999999995,62756.280000000006,11145.16,39814.86
25,2012,443544.01000000007,130356.65000000002,86680.81,199835.59999999995,152560.9200000001
25,2013,227591.10000000003,55977.13000000001,4071.8999999999996,89342.61999999997,53596.27000000001
26,2010,,,,,
26,2011,28971.6,41624.97,48126.03,6126.530000000001,35903.58
26,2012,333375.93,85393.76000000001,77781.26999999999,92800.96000000002,187953.07
26,2013,196305.45,62769.37999999998,3229.1600000000003,70343.26,90052.77
27,2010,,,,,
27,2011,66705.75,100224.03,86121.65,12693.75,74882.5
27,2012,630800.4700000001,184807.56000000003,111989.69,301184.64,269799.37
27,2013,341264.73000000004,152456.55000000002,6761.999999999997,180915.25000000006,100439.20999999999
28,2010,,,,,
28,2011,58670.64,64000.06,65386.29,36912.13,74838.29999999999
28,2012,517157.87000000005,103274.75000000001,95988.78000000001,187830.2200000001,1119729.3400000003
28,2013,282344.59,65947.40999999999,5405.479999999999,136383.86000000002,179305.16
29,2010,,,,,
29,2011,24623.940000000002,25459.85,50848.939999999995,4563.84,31634.120000000003
29,2012,286665.5899999999,67948.84,60869.42,71126.26999999999,113267.71999999999
29,2013,183844.99999999994,38549.079999999994,2219.93,51252.539999999986,50751.189999999995
30,2010,,,,,
30,2011,1795.6,2402.09,46.25,76.15,11956.23
30,2012,21562.320000000003,7159.33,647.7599999999999,790.98,95504.27000000002
30,2013,20823.97,4442.630000000001,182.44,699.35,27946.399999999998
31,2010,,,,,
31,2011,50968.37,34291.73,43680.52,10734.220000000001,71824.25
31,2012,516818.62999999995,104655.92000000001,58839.73,180313.43000000005,398071.13999999996
31,2013,371169.96,83675.08,4933.47,114958.23,209265.64
32,2010,,,,,
32,2011,50644.47000000001,60898.979999999996,75359.48,13739.51,60328.9
32,2012,470510.59,157808.71000000005,101129.08000000002,209711.63999999987,242778.05000000002
32,2013,343869.76,80188.72000000002,6244.78,189263.92,102748.57999999999
33,2010,,,,,
33,2011,981.0400000000001,2058.07,27.389999999999997,25.2,38050.859999999986
33,2012,19675.400000000005,5096.15,41.17,238.35,55942.360000000015
33,2013,15063.35,2763.0900000000006,,99.08,22828.73
34,2010,,,,,
34,2011,28648.03,30140.37,45435.61,7432.110000000001,41780.54000000001
34,2012,282840.98,77960.97999999998,67574.2,83574.83,188967.99999999997
34,2013,173238.12999999998,50689.54,4921.359999999999,59392.77999999999,86989.00999999998
35,2010,,,,,
35,2011,65845.70000000001,48292.45,75821.91,10408.839999999998,70326.66
35,2012,579859.3100000002,110682.12000000001,111437.23000000001,222703.35,231330.75000000006
35,2013,361632.4700000001,75656.61999999998,3807.8999999999996,167359.6,110192.56
36,2010,,,,,
36,2011,655.61,1827.6799999999998,11.030000000000001,50.4,10875.8
36,2012,16518.11,8559.41,30.46,429.90000000000003,65601.3
36,2013,17095.160000000003,4428.7,,454.73,29324.809999999998
37,2010,,,,,
37,2011,590.5,1119.81,158.75,10.08,8034.73
37,2012,17249.879999999997,6163.22,904.8399999999998,653.04,71519.43
37,2013,14564.980000000003,2229.89,419.43999999999994,416.86,42888.78999999999
38,2010,,,,,
38,2011,842.36,2626.57,18.02,27.48,10826.33
38,2012,24492.61,6960.36,802.42,999.48,79625.21000000002
38,2013,18540.620000000003,3699.88,557.3199999999999,363.0,39746.65000000001
39,2010,,,,,
39,2011,29263.780000000002,65195.59,82062.64,9196.81,83857.12999999999
39,2012,476106.2299999999,110898.20000000001,118006.42,176442.87,952815.7500000002
39,2013,564798.8999999999,71506.31999999998,7603.6,199880.38999999998,428730.7799999999
40,2010,,,,,
40,2011,29780.740000000005,31603.03,44698.6,7882.430000000001,39835.88
40,2012,335277.3599999999,99645.48000000001,66830.88,121334.91999999997,193782.84000000003
40,2013,189310.41000000003,72173.74999999999,3370.54,76568.37,93538.72000000002
41,2010,,,,,
41,2011,41202.17000000001,73214.25,83400.34,15902.310000000001,55521.99
41,2012,436542.4599999999,141904.09000000003,105409.91,206884.20999999996,252708.29
41,2013,274163.5200000001,77951.80999999997,7487.059999999999,164687.19,131255.33000000002
42,2010,,,,,
42,2011,2999.4100000000003,1734.42,102.07,183.96,13166.960000000001
42,2012,17454.2,12214.240000000002,773.82,641.5800000000002,61750.18999999999
42,2013,19111.569999999996,4120.38,351.5499999999999,411.55,37625.16
43,2010,,,,,
43,2011,763.9,2873.94,31.15,50.66,10652.759999999998
43,2012,19141.990000000005,9248.55,534.57,960.98,63859.48
43,2013,14008.680000000004,6328.669999999999,606.18,445.23,45898.37999999998
44,2010,,,,,
44,2011,1447.5900000000001,1790.73,15.74,17.64,5544.33
44,2012,27230.989999999998,5398.400000000001,849.2600000000002,394.29,44641.27
44,2013,14983.919999999996,1390.4499999999998,177.74999999999997,287.39000000000004,23281.2
45,2010,,,,,
45,2011,49478.47,50130.649999999994,31496.280000000002,8960.77,46573.060000000005
45,2012,456613.55,134833.52,77877.5,175839.54,192345.60999999996
45,2013,254748.09,75651.34999999999,3735.0899999999997,92503.06000000001,75245.13
